id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Number of schools nearby,Distance from the airport,Price
6762817039,42704,4,1.75,1710,8947,1,0,0,4,7,1710,0,1956,2,72,571900
6762817364,42704,3,2.5,2020,11935,1,0,0,4,9,2020,0,1976,1,75,560000
6762817479,42704,4,1.75,2260,11000,1,0,0,3,8,1620,640,1976,2,60,555000
6762817480,42704,4,2.25,1720,2300,1,0,0,3,7,860,860,1940,2,53,555000
6762818094,42704,4,2.5,2520,4831,2,0,0,3,8,2520,0,2009,1,57,536000
6762818763,42704,2,1,910,4725,1,0,0,3,7,910,0,1949,3,63,515000
6762818764,42704,5,2.75,2980,4502,2,0,0,3,9,2980,0,2007,2,60,515000
6762819156,42704,3,1.5,2220,8994,1,0,0,4,8,1110,1110,1962,3,75,500000
6762819157,42704,4,2.5,1900,5001,1,0,0,3,8,1200,700,2008,3,62,500000
6762819387,42704,4,3,3620,403693,2,0,2,3,9,3620,0,1980,2,52,495000
6762819514,42704,3,1.75,1600,6250,1,0,0,3,8,1600,0,1984,3,58,490000
6762819804,42704,3,1,1160,8800,1,0,0,4,7,1160,0,1959,2,60,480000
6762820225,42704,4,2.5,3160,7210,1,0,0,4,7,1880,1280,1969,3,60,467500
6762820238,42704,3,1.75,2660,5511,1,0,0,3,8,1330,1330,1948,2,59,467000
6762820313,42704,3,1.75,1480,6360,1,0,0,3,7,1480,0,1954,2,52,465000
6762820479,42704,2,1,1430,12092,1,0,0,4,7,1430,0,1938,3,54,460000
6762820480,42704,4,2.25,2690,36114,2,0,0,4,9,2690,0,1986,3,70,460000
6762820708,42704,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,1,76,453000
6762820868,42704,4,2.75,2900,6400,2,0,0,3,7,2040,860,1911,1,64,450000
6762821148,42704,2,1,1130,5413,1,0,0,3,7,880,250,1939,3,71,443000
6762821687,42704,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,1,56,430000
6762821810,42704,3,1.75,1680,8610,1,0,0,4,7,1290,390,1969,1,72,427000
6762821918,42704,3,1.75,1530,9800,1,0,0,5,8,1530,0,1958,3,57,425000
6762822106,42704,3,1,1240,7300,1,0,0,3,7,1240,0,1968,1,74,420000
6762822670,42704,2,1.5,1370,4102,2,0,0,4,7,1370,0,1987,1,76,405000
6762822782,42704,3,2.75,2020,9505,1,0,0,3,7,1260,760,1969,2,70,401000
6762822789,42704,4,1.75,1690,7680,1,0,0,5,6,890,800,1946,3,68,400375
6762822886,42704,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1,51,400000
6762823509,42704,4,2.5,1950,7350,1,0,0,3,7,1150,800,1963,2,53,385000
6762823915,42704,3,3.25,1370,1227,3,0,0,3,8,1370,0,2007,3,78,375000
6762824191,42704,3,1.5,1560,7884,1,0,0,3,7,1060,500,1969,2,70,368000
6762824340,42704,4,1,1020,11383,1.5,0,0,5,6,1020,0,1947,3,74,364000
6762824527,42704,3,2.5,1850,10800,2,0,0,3,7,1850,0,2010,2,70,359782
6762824688,42704,3,2.5,1880,5290,1,0,0,3,8,1250,630,1974,3,79,355000
6762824689,42704,5,2.5,2540,5100,2,0,0,3,7,2540,0,2014,1,79,355000
6762824929,42704,3,1,1010,7680,1,0,0,4,7,1010,0,1967,1,57,350000
6762824930,42704,4,2.25,2190,3850,2,0,0,3,7,2190,0,2006,3,62,350000
6762825186,42704,2,1.75,1820,8409,1,0,0,4,6,910,910,1948,1,77,345000
6762825284,42704,3,2.25,1200,2845,2,0,0,3,7,1200,0,1986,1,67,342000
6762825614,42704,3,1,980,9903,1,0,0,4,7,980,0,1966,2,54,335000
6762825813,42704,2,1,950,3090,1,0,0,4,6,950,0,1909,2,74,330000
6762826302,42704,4,1.75,1730,9520,1,0,0,4,7,1730,0,1971,2,70,320000
6762827148,42704,3,1.75,1810,21138,1,0,0,4,7,1240,570,1977,1,76,300000
6762827280,42704,3,2.5,2450,7062,2,0,0,3,8,2450,0,1993,3,51,299000
6762827717,42704,4,2.5,1610,4052,2,0,0,3,7,1610,0,2013,3,57,286950
6762827858,42704,5,2.75,2770,6116,1,0,0,3,7,1490,1280,1979,2,70,283450
6762827978,42704,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,2,53,280000
6762828545,42704,3,1.75,1370,4000,1,0,1,4,7,1370,0,1966,3,56,268000
6762828849,42704,3,2.5,1850,7875,1,0,0,3,7,1250,600,1968,1,61,260000
6762828924,42704,3,2.25,1400,10436,1,0,0,4,7,1040,360,1985,2,72,258900
6762828940,42704,3,2,1790,7879,1.5,0,0,3,7,1790,0,1998,3,72,258000
6762829051,42704,3,2,930,11475,1,0,0,3,7,930,0,1978,1,79,255000
6762829132,42704,3,2,1290,5000,1,0,0,5,7,1290,0,1990,3,71,253000
6762829269,42704,3,1,1060,52272,1,0,0,3,7,1060,0,1960,2,59,250000
6762829404,42704,2,1,700,6046,1,0,0,3,6,700,0,1950,1,74,247500
6762829665,42704,4,2.5,1980,7264,2,0,0,3,7,1980,0,1996,1,69,240000
6762830001,42704,3,1,1060,10228,1,0,0,3,7,1060,0,1948,3,69,230000
6762830060,42704,2,1,810,5100,1,0,0,3,6,810,0,1955,1,57,229000
6762830171,42704,4,2.5,1700,6031,2,0,0,3,8,1700,0,1994,3,71,225000
6762830291,42704,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,2,76,220000
6762831135,42704,3,1,1960,9583,2,0,0,2,5,1960,0,1908,2,54,180000
6762831150,42704,3,1,1130,9907,1,0,0,3,7,1130,0,1954,2,80,179950
6762831181,42704,3,1.5,1390,1882,2,0,0,3,7,1390,0,2014,1,67,175003
6762810867,42705,4,2.25,2870,6000,1,0,0,5,8,1730,1140,1951,1,51,1270000
6762811449,42705,6,2.25,2550,5000,2,0,0,4,7,2550,0,1907,1,80,1020000
6762811685,42705,4,2.5,4070,57587,2,0,0,3,10,4070,0,1989,3,75,965000
6762811795,42705,4,2.75,2980,42253,1,0,0,4,9,1860,1120,1973,3,63,949000
6762811915,42705,4,2.5,3540,18168,2,0,0,3,10,3540,0,1996,3,53,925000
6762812996,42705,4,2.5,4600,67369,2,0,0,3,10,4600,0,1990,1,73,800000
6762813094,42705,3,1.5,1960,2400,2,0,0,3,8,1330,630,1911,3,69,792500
6762813239,42705,3,1,1660,4400,1.5,0,0,3,8,1460,200,1911,1,70,780000
6762813537,42705,3,2.25,1640,1873,3,0,0,3,8,1640,0,2014,3,69,759000
6762813560,42705,3,2.75,2870,6600,2,0,2,3,8,2870,0,1984,2,71,755000
6762813899,42705,3,2.5,1960,3060,2,0,0,3,8,1960,0,2010,2,60,732000
6762814019,42705,3,1,940,8377,1,0,0,4,7,940,0,1952,1,73,725000
6762814307,42705,2,2.5,2300,6400,1,0,0,3,8,2300,0,2007,3,78,705000
6762814507,42705,5,1.75,1790,9335,2,0,0,5,8,1790,0,1952,2,51,695000
6762814997,42705,4,1.75,2280,3680,1.5,0,0,5,7,1470,810,1926,1,80,665000
6762815300,42705,6,2.75,3610,10003,1.5,0,0,4,8,3610,0,1966,2,66,650000
6762815301,42705,4,2,1610,8976,1,0,0,4,8,1610,0,1966,1,78,650000
6762815807,42705,3,2.5,1860,10027,2,0,0,3,8,1860,0,1993,3,55,625000
6762816830,42705,5,2.5,2720,5000,1.5,0,0,4,7,1530,1190,1939,1,61,580000
6762817090,42705,6,2.5,3370,15625,1,0,0,3,8,1770,1600,1964,3,54,570000
6762817481,42705,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,1,75,555000
6762817660,42705,3,2,1650,3952,2,0,0,3,7,1650,0,1950,3,75,550000
6762817738,42705,4,2.5,2720,13500,1,0,0,3,8,1510,1210,1969,3,67,549950
6762817855,42705,4,2.5,2500,50595,2,0,0,3,9,2500,0,1997,1,64,545000
6762818063,42705,3,3.5,2620,10137,2,0,0,3,8,1970,650,1992,3,69,538000
6762818157,42705,2,2,1370,3827,1,0,0,3,7,1020,350,1952,2,68,535000
6762818360,42705,3,2.75,2160,4086,1,0,0,3,7,1380,780,1987,3,71,528000
6762818623,42705,4,2.5,2490,34947,2,0,0,3,9,2150,340,1985,1,73,520000
6762818711,42705,3,3,2330,7304,1,0,0,3,9,1300,1030,1971,3,61,516000
6762818884,42705,3,2,2350,266151,1.5,0,0,3,7,2350,0,1983,1,61,510000
6762818974,42705,2,1,1060,3588,1,0,0,4,7,960,100,1926,2,77,506000
6762818978,42705,3,2.5,1300,1187,3,0,0,3,8,1300,0,2005,3,67,505500
6762819996,42705,3,2.5,1460,4961,1,0,0,4,8,1150,310,1988,3,55,475000
6762819997,42705,4,2.5,2240,7245,1,0,0,4,7,1140,1100,1972,1,65,475000
6762820253,42705,4,2.25,2170,8050,1,0,0,3,7,1220,950,1976,3,52,466000
6762820314,42705,3,2.5,1450,5175,1,0,0,3,8,1030,420,1995,2,67,465000
6762820869,42705,3,2,1150,4500,1.5,0,0,3,7,1150,0,1917,1,57,450000
6762820870,42705,3,2.25,2530,27227,2,0,0,3,8,2530,0,1987,1,57,450000
6762820871,42705,2,1,950,4560,1.5,0,0,3,7,950,0,1925,3,79,450000
6762821027,42705,5,2.5,2250,7945,1,0,0,4,7,1360,890,1977,2,51,446950
6762821134,42705,3,2.25,1460,968,2,0,0,3,7,1140,320,2003,3,58,443750
6762821277,42705,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1929,3,54,440000
6762821278,42705,4,2.25,2600,28600,1,0,0,3,8,1810,790,1968,1,59,440000
6762821432,42705,4,2.5,2495,5751,2,0,0,3,7,2495,0,2002,1,75,436000
6762821583,42705,6,2,3080,5500,2,0,0,1,7,3080,0,1900,2,74,432500
6762821919,42705,3,2.5,1630,10762,1,0,0,3,7,1630,0,1994,3,62,425000
6762822107,42705,2,1,2100,4480,1,0,0,5,7,1400,700,1908,3,77,420000
6762822108,42705,3,3.5,1900,2133,2,0,0,3,8,1520,380,2009,2,71,420000
6762822507,42705,3,1.5,2270,8187,1,0,0,4,8,1420,850,1954,3,60,410000
6762822508,42705,3,3.25,2650,7819,1,0,2,4,8,1760,890,1956,1,51,410000
6762822709,42705,3,1.75,1720,7202,1,0,0,3,7,1720,0,1995,1,74,404000
6762822726,42705,2,1,720,3255,1,0,0,4,6,720,0,1905,2,64,403000
6762822887,42705,3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,2,78,400000
6762823009,42705,3,1,1460,8290,1,0,0,3,8,1460,0,1959,2,57,399000
6762823308,42705,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,2,50,390000
6762823366,42705,3,2.5,2160,59241,1,0,0,3,7,2160,0,2007,2,60,389900
6762823414,42705,4,2.5,3190,9856,2,0,0,3,8,3190,0,1979,2,57,387500
6762823510,42705,4,2.75,2960,10454,1,0,1,3,8,2360,600,1979,2,52,385000
6762823599,42705,4,1,1740,4400,1.5,0,0,3,7,1740,0,1924,3,53,382000
6762823675,42705,3,2.5,1260,900,2,0,0,3,7,940,320,2007,2,58,380000
6762823916,42705,3,2.25,1540,1561,3,0,0,3,8,1540,0,2010,1,70,375000
6762824101,42705,3,2.75,1250,1655,2,0,0,3,7,830,420,2006,2,50,370000
6762824601,42705,3,1.5,1590,6750,1,0,0,3,7,1080,510,1976,1,61,357000
6762824690,42705,3,1.75,2370,9750,1,0,0,4,7,1280,1090,1979,3,73,355000
6762824768,42705,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,2,72,353000
6762824931,42705,4,1.75,1820,6930,1,0,2,4,7,1320,500,1952,1,53,350000
6762824932,42705,3,1.75,1740,29597,1,0,0,4,7,1740,0,1965,2,63,350000
6762824933,42705,2,1.5,830,1077,2,0,0,3,7,830,0,2006,1,57,350000
6762825033,42705,2,1.75,1550,9230,1,0,0,3,6,970,580,1969,2,55,349900
6762825255,42705,2,1,1180,9261,1,0,0,4,7,940,240,1957,2,53,343000
6762825369,42705,3,2.25,1900,8125,1,0,0,3,7,1540,360,1969,3,56,340000
6762825370,42705,2,1,860,7102,1,0,0,3,6,860,0,1947,1,65,340000
6762825814,42705,3,2.5,2370,9102,2,0,0,3,9,2370,0,1990,3,57,330000
6762826063,42705,2,2.25,1230,1078,2,0,0,3,7,1160,70,2008,1,67,325000
6762826303,42705,4,1,1460,7200,1.5,0,0,4,7,1460,0,1955,3,76,320000
6762827583,42705,2,1,900,2728,2,0,0,3,7,900,0,1998,3,71,290000
6762827899,42705,2,1,1280,12500,1,0,0,3,7,1060,220,1951,2,80,281000
6762827979,42705,3,2.5,1800,8697,2,0,0,3,8,1800,0,1987,2,64,280000
6762827980,42705,3,1,940,7913,1,0,0,3,6,940,0,1948,1,68,280000
6762828432,42705,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,1,64,270000
6762828433,42705,3,2.5,1770,7336,2,0,0,3,7,1770,0,1996,3,59,270000
6762828553,42705,3,1.75,1410,1899,2,0,0,3,8,1410,0,2014,3,71,267800
6762828850,42705,3,1.75,1710,6400,1,0,0,4,7,1240,470,1976,3,78,260000
6762828941,42705,3,1.75,1040,5650,1,0,0,5,6,1040,0,1951,1,75,258000
6762829270,42705,3,2,1470,2781,2,0,0,3,6,1470,0,2003,2,57,250000
6762829364,42705,3,1,1752,14626,2,0,2,3,8,1752,0,2005,2,78,249000
6762829543,42705,3,1.5,1360,9980,1,0,0,4,7,1360,0,1966,2,62,244900
6762829895,42705,2,2,1200,3624,2,0,0,3,6,1200,0,2003,1,64,234000
6762829908,42705,2,2.25,850,1656,2,0,0,3,8,850,0,2001,3,69,233000
6762829912,42705,3,1.5,910,5120,1,0,0,3,6,910,0,1973,3,54,232900
6762830002,42705,6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1903,1,59,230000
6762830079,42705,3,1,1000,16376,1,0,0,3,7,1000,0,1959,3,63,228000
6762830349,42705,3,1,970,7790,1,0,0,3,6,970,0,1967,2,69,219000
6762830578,42705,4,2,1520,6174,1.5,0,0,5,6,1520,0,1920,1,51,210000
6762830579,42705,3,2,1440,10111,1,0,0,3,7,1440,0,1963,2,70,210000
6762830616,42705,3,1,1330,6900,1,0,0,3,7,1330,0,1976,2,76,209000
6762831501,42705,3,1,1520,8450,1,0,0,2,6,1120,400,1961,3,62,135000
6762810091,42706,4,4.25,6410,43838,2.5,0,2,4,12,5610,800,1906,3,61,2730000
6762810187,42706,4,3,3540,11098,2,0,0,3,10,3000,540,1940,3,50,2200000
6762810351,42706,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,2,71,1740000
6762810362,42706,5,3,4290,17100,1,0,3,3,9,2480,1810,1972,3,53,1710000
6762811151,42706,5,3.75,4700,11237,2,0,0,3,10,2930,1770,2006,1,59,1140000
6762811563,42706,4,2.5,2780,10480,1,0,3,3,7,1390,1390,1967,3,62,990000
6762811934,42706,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,2,55,921500
6762812077,42706,3,2.5,2320,5000,2,0,0,3,8,1620,700,1907,2,71,900000
6762812345,42706,6,2.75,3500,5150,2,0,0,5,8,2430,1070,1909,2,51,865000
6762812630,42706,3,1.75,1490,3840,2,0,0,3,8,1490,0,1984,2,72,835000
6762812699,42706,3,2.5,1810,7200,1,0,0,5,7,1310,500,1960,3,56,827500
6762812884,42706,4,3.5,3470,7396,2,0,3,3,8,2520,950,1979,2,51,810000
6762813467,42706,3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,2,64,762000
6762813831,42706,3,1.75,1520,5500,1.5,0,0,5,7,1520,0,1936,1,64,738000
6762814095,42706,3,1.5,2180,5000,1,0,3,4,8,1090,1090,1941,3,51,720000
6762814383,42706,4,2.5,2672,4297,2,0,0,3,8,2020,652,2005,2,67,700000
6762814830,42706,4,2.5,2920,6000,2,0,4,3,9,2920,0,2004,2,63,675000
6762814910,42706,3,2.25,3340,13805,1,0,0,3,8,3340,0,1950,3,62,670000
6762815206,42706,3,2.25,2230,11835,1,0,0,5,8,1630,600,1974,1,52,652450
6762815914,42706,3,1.75,2040,4005,1.5,0,0,4,8,1740,300,1930,3,53,620000
6762816259,42706,2,1,1470,6398,1,0,0,4,7,970,500,1941,3,53,602000
6762816265,42706,2,2,1660,5200,1,0,0,5,7,1120,540,1906,2,80,601150
6762816580,42706,3,2.5,3360,218235,1,0,0,3,8,3360,0,1989,2,55,590000
6762816974,42706,3,2,2690,435600,2,0,0,3,8,2690,0,1992,2,73,575000
6762817365,42706,5,2.5,2410,8960,1,0,0,5,7,1600,810,1978,2,71,560000
6762817661,42706,3,2.25,1540,1005,3,0,0,3,8,1540,0,2008,2,79,550000
6762818485,42706,4,2.25,1580,7307,1,0,0,3,8,1160,420,1973,2,66,525000
6762818578,42706,3,2.5,2100,12338,2,0,0,3,9,2100,0,1997,1,54,521900
6762818624,42706,3,2.25,2510,43995,2,0,0,3,8,2510,0,1981,1,51,520000
6762818765,42706,4,2.5,2800,21370,2,0,0,3,8,2800,0,2003,3,58,515000
6762818766,42706,3,2.25,1300,1180,3,0,0,3,8,1300,0,2008,1,77,515000
6762819065,42706,2,1.75,1810,7523,1,0,0,3,8,1170,640,1962,1,74,501000
6762819158,42706,3,3.25,1490,902,3,0,0,3,8,1220,270,2001,1,70,500000
6762819159,42706,3,1.75,1800,7199,1,0,0,3,7,1300,500,1972,1,64,500000
6762819334,42706,2,1,1420,4635,2,0,0,4,7,1420,0,1941,1,59,496000
6762819741,42706,2,1,950,3960,1,0,0,3,7,950,0,1941,3,67,482000
6762820045,42706,3,2.25,1850,2575,2,0,0,3,9,1850,0,2013,1,69,474950
6762820057,42706,2,1,1090,3160,1,0,0,3,7,840,250,1926,1,79,474000
6762820103,42706,4,1.75,1760,5750,1,0,2,5,7,1070,690,1962,1,75,471000
6762820647,42706,4,2.5,2811,7251,2,0,0,3,9,2811,0,2009,1,58,455000
6762821105,42706,3,2.5,2690,21883,2,0,0,3,8,2690,0,1994,2,52,445000
6762821279,42706,3,2,1650,6408,2,0,0,4,8,1650,0,1977,1,60,440000
6762821400,42706,2,1,990,3120,1,0,2,5,7,790,200,1907,1,55,437500
6762821509,42706,4,2.25,1990,8548,2,0,0,3,8,1990,0,1973,3,70,435000
6762821688,42706,3,2.25,1830,6460,1,0,0,3,8,1400,430,1976,3,58,430000
6762822426,42706,3,2.5,2210,7000,2,0,0,4,8,2210,0,1985,2,74,412000
6762822557,42706,3,1.75,1440,9065,1,0,0,4,8,1440,0,1972,1,68,409000
6762822888,42706,5,2.75,2470,19200,1,0,0,5,8,1250,1220,1977,3,71,400000
6762822960,42706,4,3,2150,64694,1,0,0,3,8,1450,700,1969,2,58,399950
6762823227,42706,4,2.5,2600,8921,2,0,0,3,8,2600,0,1991,3,66,392000
6762823785,42706,4,1.5,2140,7920,1,0,0,3,7,1190,950,1959,3,70,378000
6762823917,42706,4,2,1720,2410,1,0,0,3,7,970,750,1930,1,65,375000
6762823918,42706,2,1.5,1050,1046,2,0,0,3,8,960,90,2007,3,54,375000
6762824242,42706,2,1,1140,15624,1,0,0,4,6,1140,0,1909,3,63,365500
6762824545,42706,4,1,2180,10617,1.5,0,0,3,7,2180,0,1950,2,50,359000
6762824691,42706,1,0.75,530,33278,1,0,2,4,4,530,0,1950,2,57,355000
6762824934,42706,4,2.25,1570,499571,1,0,3,4,7,1570,0,1972,3,73,350000
6762825121,42706,3,2,1060,1184,2,0,0,3,7,730,330,2006,2,56,346000
6762825187,42706,2,1,1770,16660,1,0,3,3,8,1220,550,1957,1,71,345000
6762825371,42706,3,1.75,1280,16200,1,0,0,3,8,1030,250,1976,3,74,340000
6762825815,42706,4,2,1750,5202,1,0,1,4,6,1070,680,1942,2,50,330000
6762826064,42706,3,1,1050,9083,1,0,0,3,7,1050,0,1951,1,79,325000
6762826065,42706,3,2,1570,5600,1,0,0,3,8,1570,0,1999,3,69,325000
6762826205,42706,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,2,71,322500
6762826529,42706,3,1.75,1900,7076,1,0,0,3,7,1130,770,1977,1,65,315000
6762827516,42706,4,2.5,1580,6633,2,0,0,4,7,1580,0,1984,2,61,291000
6762827800,42706,3,1.75,1990,6500,1,0,0,3,7,1090,900,1961,3,80,285000
6762828365,42706,3,2.5,1490,8005,1,0,0,3,7,1090,400,1976,3,77,271500
6762828782,42706,4,1.5,2040,10488,1,0,0,3,7,1190,850,1961,3,79,261000
6762828851,42706,4,1,1740,8100,1,0,0,4,7,1020,720,1962,2,55,260000
6762829271,42706,4,2.75,1830,6643,2,0,0,3,8,1830,0,2001,3,70,250000
6762829421,42706,3,2.25,1640,7630,1,0,0,4,8,1180,460,1968,3,64,247000
6762829449,42706,2,1.5,1260,9693,1,0,0,3,7,1260,0,1957,3,70,245560
6762829666,42706,3,2.25,1460,5818,1,0,0,3,7,1140,320,1986,2,62,240000
6762829667,42706,3,1.5,1890,9000,1,0,0,3,7,1190,700,1959,1,57,240000
6762830095,42706,3,1,1340,10035,1,0,0,3,7,1340,0,1959,1,50,227000
6762830172,42706,3,2.5,1740,10050,2,0,0,3,7,1740,0,1989,2,78,225000
6762830617,42706,3,1,1320,3954,1.5,0,0,3,6,1320,0,1912,3,74,209000
6762831040,42706,2,1,710,14700,1,0,0,5,6,710,0,1926,1,75,187250
6762831136,42706,5,1,1460,11726,1.5,0,0,3,6,1290,170,1936,1,72,180000
6762810868,42707,5,3,3950,9520,1,0,0,3,9,2250,1700,1953,3,56,1270000
6762810908,42707,5,2.75,3710,13874,1.5,0,3,4,9,2340,1370,1977,2,71,1250000
6762811281,42707,4,2.5,3000,10920,1,0,0,4,8,1550,1450,1969,1,54,1080000
6762811648,42707,4,3.25,4010,13797,2,0,0,3,11,4010,0,2003,3,58,972000
6762812265,42707,3,2.5,1820,6848,1,0,0,4,7,1820,0,1953,3,75,875000
6762812631,42707,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,3,60,835000
6762813646,42707,5,2.25,2020,8400,1,0,0,4,7,1010,1010,1963,3,74,750000
6762813740,42707,3,2.5,2970,11985,1,0,0,3,9,1770,1200,1995,3,66,745000
6762814131,42707,3,1,2090,4000,1.5,0,2,3,8,1890,200,1931,2,74,717500
6762814998,42707,2,2,1615,4590,1.5,0,0,5,8,1615,0,1906,2,73,665000
6762815076,42707,2,1,960,6263,1,0,1,4,6,960,0,1942,1,67,660000
6762815736,42707,4,2.5,2280,7219,2,0,0,4,8,2280,0,1987,1,62,626100
6762815866,42707,4,2.5,2280,14290,1.5,0,0,4,7,1510,770,1942,2,79,622100
6762816487,42707,2,2,1510,4000,1,0,0,4,7,1010,500,1900,3,74,595000
6762817366,42707,4,1.5,1810,3400,2,0,0,3,8,1810,0,1926,3,55,560000
6762817662,42707,4,3.5,3540,4750,2,0,0,3,10,3540,0,2003,3,75,550000
6762818064,42707,3,2.75,2000,7204,1,0,0,5,7,1250,750,1960,2,53,538000
6762818332,42707,3,2.25,1240,1250,3,0,0,3,8,1240,0,2014,3,72,529950
6762818361,42707,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,1,66,528000
6762818376,42707,4,2.25,2270,8480,1,0,0,5,8,1310,960,1973,2,69,527500
6762818885,42707,3,1.75,2060,58341,1,0,4,3,8,1100,960,1982,3,50,510000
6762819515,42707,8,5,2800,2580,2,0,0,3,8,1880,920,1997,1,72,490000
6762820563,42707,3,4,1390,1569,2,0,0,3,9,1150,240,2006,3,77,458000
6762820590,42707,3,2.25,1750,12408,1,0,0,5,7,1150,600,1962,2,76,456150
6762820872,42707,4,1.75,1850,7730,1,0,0,5,7,1100,750,1956,2,59,450000
6762821324,42707,3,2,1230,1613,2,0,0,3,8,1010,220,2003,3,72,439950
6762821758,42707,4,1.75,2160,7700,2,0,0,2,8,2160,0,1977,1,60,429000
6762821793,42707,3,1.5,1900,43186,1.5,0,0,4,7,1300,600,1971,3,65,427500
6762821920,42707,4,2,1490,5300,1,0,0,3,7,1110,380,1977,2,79,425000
6762822109,42707,3,1.75,1720,5000,1.5,0,0,3,8,1720,0,1932,2,75,420000
6762822151,42707,3,2.25,1830,7500,1,0,0,4,7,1330,500,1968,3,61,419995
6762822671,42707,3,2,1450,6081,1,0,0,4,7,1450,0,1969,2,68,405000
6762822889,42707,4,2,2070,10800,2,0,0,3,7,2070,0,1982,3,64,400000
6762823309,42707,2,1.5,1050,934,2,0,0,3,8,960,90,2007,1,75,390000
6762823511,42707,5,2,2020,4000,2,0,0,3,7,2020,0,1950,2,80,385000
6762823512,42707,4,2.5,2630,5701,2,0,0,3,7,2630,0,2010,2,80,385000
6762824935,42707,2,1.5,1320,73600,1,0,0,3,7,1320,0,1993,1,51,350000
6762824936,42707,1,1,790,4590,1,0,0,3,6,790,0,1911,1,78,350000
6762825256,42707,2,1.5,1040,8526,1,0,0,5,6,1040,0,1953,3,68,343000
6762825372,42707,4,2.5,2690,6099,2,0,0,3,9,2690,0,1998,3,65,340000
6762825991,42707,4,1,1400,6739,1,0,0,3,7,1000,400,1954,1,73,325088
6762826304,42707,3,1,1330,9540,1,0,0,4,7,1330,0,1971,2,64,320000
6762826530,42707,3,1.75,1480,6800,1,0,0,4,7,1480,0,1968,3,60,315000
6762826735,42707,4,2.5,1930,7014,2,0,0,3,8,1930,0,1994,1,51,310000
6762826786,42707,5,2.5,2100,17825,1,0,0,4,7,1400,700,1974,1,74,309900
6762826872,42707,3,1.5,1250,8700,1,0,0,4,7,1250,0,1959,3,57,306000
6762827395,42707,3,1,1000,8320,1,0,0,5,6,1000,0,1951,3,61,295000
6762827431,42707,3,2.5,1760,2688,2,0,0,3,7,1760,0,2005,2,68,294500
6762827490,42707,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,3,70,292000
6762827584,42707,3,1.5,1040,9997,1,0,0,4,7,1040,0,1955,1,80,290000
6762827981,42707,3,2.25,1430,7222,2,0,0,3,7,1430,0,1993,1,62,280000
6762828116,42707,4,2.5,2550,7500,1,0,0,3,8,1750,800,1976,2,58,277500
6762828303,42707,4,1,1360,6000,1,0,0,4,6,1020,340,1944,2,80,273500
6762828529,42707,5,2.25,2200,9600,1,0,0,4,7,1100,1100,1963,3,61,268450
6762828660,42707,4,2.5,2040,4443,2,0,0,3,8,2040,0,2001,1,51,265000
6762828661,42707,3,1,1080,4930,1,0,0,3,6,1080,0,1950,2,67,265000
6762829052,42707,3,1.5,1020,11410,1,0,0,3,7,1020,0,1959,1,52,255000
6762829272,42707,3,2,1660,13085,1,0,0,3,7,1010,650,1985,2,76,250000
6762829391,42707,2,1,700,8301,1,0,0,3,6,700,0,1953,2,62,248000
6762829668,42707,3,1,1600,12566,1,0,0,4,7,1600,0,1971,1,65,240000
6762829771,42707,3,2,1290,7952,1,0,0,3,7,1290,0,1998,3,74,237000
6762830607,42707,3,1,1660,8800,1,0,0,4,7,960,700,1963,1,55,209950
6762830707,42707,3,1.75,1420,6980,1,0,0,5,7,820,600,1980,3,59,205000
6762830858,42707,3,1.75,1160,5200,1,0,0,4,7,1160,0,1977,3,80,199500
6762831351,42707,3,1,1200,8360,1,0,0,2,6,1200,0,1948,3,70,160000
6762831455,42707,3,1.75,1010,6552,1,0,0,3,7,1010,0,1969,3,70,147500
6762810105,42708,4,4.25,5540,15408,2,0,1,3,11,4280,1260,2006,2,64,2580000
6762810254,42708,3,4.5,3950,6134,2,0,3,3,11,2880,1070,1998,1,57,1930000
6762810633,42708,5,2.25,3580,16789,2,0,0,5,9,3580,0,1966,3,50,1410000
6762810957,42708,4,2.5,3180,10319,2,0,0,4,11,3180,0,1986,3,71,1230000
6762811066,42708,4,3.25,4060,20822,2,0,0,3,10,4060,0,1991,1,72,1180000
6762813240,42708,3,2.25,2206,82031,1,0,2,3,6,866,1340,1983,2,63,780000
